entity_id,name,label,description,doc_id,chunk_id,all_labels,source
ENT_000243,Marine Engine System_Electrical System,Component,发动机电气控制子系统，需使用原厂备件以防火灾；电气系统，包含电池传感器等电气组件,发动机::D8操作手册,发动机::D8操作手册::chunk_0;发动机::D8操作手册::chunk_14,,D8操作手册.md
ENT_000244,Marine Engine System_Engine Control Module,Component,发动机核心控制单元，负责监测和控制发动机运行参数；发动机控制模块计算机，记录发动机数据与位置信息；负责监控发动机参数并执行安全逻辑的核心控制模块,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_21;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9,,D8操作手册.md
ENT_000245,Marine Engine System_Engine Heater,Component,发动机加热器，低温环境下减少冷启动烟雾的辅助组件,发动机::D8操作手册,发动机::D8操作手册::chunk_19,,D8操作手册.md
ENT_000246,Marine Engine System_Exhaust System,Component,发动机排气及涡轮增压组件，包含高温表面风险,发动机::D8操作手册,发动机::D8操作手册::chunk_0,,D8操作手册.md
ENT_000247,Marine Engine System_Fresh Water Level Sensor,Component,显示淡水箱中淡水水位的传感器组件,发动机::D8操作手册,发动机::D8操作手册::chunk_12,,D8操作手册.md
ENT_000248,Marine Engine System_Fuel Filter,Component,燃油系统中的核心过滤组件，用于拦截杂质,发动机::D8操作手册,发动机::D8操作手册::chunk_25,,D8操作手册.md
ENT_000249,Marine Engine System_Fuel Level Gauge,Component,显示剩余燃油液位的仪表组件,发动机::D8操作手册,发动机::D8操作手册::chunk_12,,D8操作手册.md
ENT_000250,Marine Engine System_Fuel Level Sensor,Component,安装在燃油箱内用于检测燃油液位的传感组件,发动机::D8操作手册,发动机::D8操作手册::chunk_29,,D8操作手册.md
ENT_000251,Marine Engine System_Fuel Pressure Gauge,Component,安装在过滤器上用于指示压降的压力表,发动机::D8操作手册,发动机::D8操作手册::chunk_25,,D8操作手册.md
ENT_000252,Marine Engine System_Fuel System,Component,发动机燃油供给子系统，涉及易燃液体泄漏风险；发动机燃油供给系统，包含喷射泵与喷油器等核心模块；负责燃油供给、过滤与喷射的整体系统,发动机::D8操作手册,发动机::D8操作手册::chunk_0;发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_25;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9,Component;System,D8操作手册.md
ENT_000253,Marine Engine System_GPS Receiver,Component,为动态定位系统提供位置信号的 GPS 接收模块,发动机::D8操作手册,发动机::D8操作手册::chunk_17,,D8操作手册.md
ENT_000254,Marine Engine System_Impeller,Component,海水泵内的核心旋转叶轮部件,发动机::D8操作手册,发动机::D8操作手册::chunk_28,,D8操作手册.md
ENT_000255,Marine Engine System_Injection Pump,Component,燃油喷射泵，燃油系统核心高压供给模块,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9,,D8操作手册.md
ENT_000256,Marine Engine System_Injector,Component,喷油器，燃油系统核心喷射执行部件,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9,,D8操作手册.md
ENT_000257,Marine Engine System_Joystick Driving Module,Component,操纵杆驾驶控制逻辑模块，集成转向、节气门和换档控制,发动机::D8操作手册,发动机::D8操作手册::chunk_16,,D8操作手册.md
ENT_000258,Marine Engine System_Joystick Steering Module,Component,操纵杆转向控制逻辑模块，处理航向调整和转向指令,发动机::D8操作手册,发动机::D8操作手册::chunk_16,,D8操作手册.md
ENT_000259,Marine Engine System_Low Speed Module,Component,低速功能控制模块，用于液压传动装置发动机的转速与螺旋桨转速解耦,发动机::D8操作手册,发动机::D8操作手册::chunk_15,,D8操作手册.md
ENT_000260,Marine Engine System_Lubrication System,Component,发动机润滑系统，涉及热油压力管理和加油口盖操作；发动机润滑系统，涉及机油粘度与油位监控；负责发动机机油循环与润滑的整体系统；船舶发动机润滑系统整体,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_25;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_30;发动机::D8操作手册::chunk_4;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9,Component;System,D8操作手册.md
ENT_000261,Marine Engine System_Oil Level Sensor,Component,监测润滑系统机油液位的电子传感器,发动机::D8操作手册,发动机::D8操作手册::chunk_25,,D8操作手册.md
ENT_000262,Marine Engine System_Oil Pressure Gauge,Component,显示发动机机油压力的仪表组件,发动机::D8操作手册,发动机::D8操作手册::chunk_12,,D8操作手册.md
ENT_000263,Marine Engine System_Power Take-Off,Component,功率输出端模块，用于将发动机动力从推进装置断开的功能单元,发动机::D8操作手册,发动机::D8操作手册::chunk_19,,D8操作手册.md
ENT_000264,Marine Engine System_Power Trim Assist,Component,动力升降辅助装置，根据发动机转速自动调整纵倾角,发动机::D8操作手册,发动机::D8操作手册::chunk_14,,D8操作手册.md
ENT_000265,Marine Engine System_Propeller Shaft Brake,Component,推进轴制动器，用于发动机停止时锁止螺旋桨轴的核心模块,发动机::D8操作手册,发动机::D8操作手册::chunk_19,,D8操作手册.md
ENT_000266,Marine Engine System_Rudder Position Indicator,Component,显示舵位置的仪表组件,发动机::D8操作手册,发动机::D8操作手册::chunk_12,,D8操作手册.md
ENT_000267,Marine Engine System_Safety Lanyard,Component,用于在船长失去控制时停止发动机的安全装置,发动机::D8操作手册,发动机::D8操作手册::chunk_7,,D8操作手册.md
ENT_000268,Marine Engine System_Starter Motor,Component,发动机起动马达，负责驱动发动机曲轴旋转,发动机::D8操作手册,发动机::D8操作手册::chunk_20,,D8操作手册.md
ENT_000269,Marine Engine System_Swimming Platform Interface,Component,游泳跳台接口模块，防止跳台与驱动装置碰撞的控制单元,发动机::D8操作手册,发动机::D8操作手册::chunk_19,,D8操作手册.md
ENT_000270,Marine Engine System_Tachometer,Component,显示发动机转速和发动机时数的仪表组件,发动机::D8操作手册,发动机::D8操作手册::chunk_12,,D8操作手册.md
ENT_000271,Marine Engine System_Trip Computer,Component,集成在显示器内计算燃油经济性和行程数据的逻辑模块；行程计算机，显示船只的行程计算机数据和燃油经济性,发动机::D8操作手册,发动机::D8操作手册::chunk_12;发动机::D8操作手册::chunk_13,,D8操作手册.md
ENT_000272,Marine Engine System_Turbocharger,Component,涡轮增压器组件，包含高速旋转的压缩机涡轮,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4,,D8操作手册.md
ENT_000273,Marine Engine System_Voltmeter,Component,显示交流发电机充电电流和电池电压的仪表组件,发动机::D8操作手册,发动机::D8操作手册::chunk_12,,D8操作手册.md
ENT_000274,Marine Engine System_Warning Management Program,Component,存储故障消息并建议校正措施的软件模块；警告管理程序，存储故障并显示受影响的传动系统和建议操作；警告管理程序，存储故障信息并建议操作,发动机::D8操作手册,发动机::D8操作手册::chunk_12;发动机::D8操作手册::chunk_13;发动机::D8操作手册::chunk_14,,D8操作手册.md
ENT_000275,Marine Engine System_Water Separator,Component,燃油系统中用于分离水分的独立模块,发动机::D8操作手册,发动机::D8操作手册::chunk_25,,D8操作手册.md
ENT_000276,Volvo Penta Engine_Cooling System_Charge Air Cooler,Component,增压空气冷却器，需检查冷却液泄漏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000277,Volvo Penta Engine_Cooling System_Coolant Pump,Component,冷却系统核心模块，负责发动机内部冷却液循环,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000278,Volvo Penta Engine_Cooling System_Cooling Water Inlet,Component,冷却水入口组件，包含旋塞和外部格栅,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14,,D8维护保养手册.md
ENT_000279,Volvo Penta Engine_Cooling System_Expansion Tank,Component,冷却液膨胀箱，需检查泄漏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000280,Volvo Penta Engine_Cooling System_Heat Exchanger,Component,热交换器冷却组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000281,Volvo Penta Engine_Cooling System_Sacrificial Anode,Component,位于热交换器和增压空气冷却器上的牺牲阳极,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14,,D8维护保养手册.md
ENT_000282,Volvo Penta Engine_Cooling System_Sea Water Pump,Component,冷却系统核心模块，负责海水循环冷却,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000283,Volvo Penta Engine_Cooling System_Seawater Pump Impeller,Component,海水泵核心叶轮部件，长期存储时需取出以防变形,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30,,D8维护保养手册.md
ENT_000284,Volvo Penta Engine_Electrical System_Alternator,Component,发动机电气系统内的交流发电机部件；交流发电机核心发电部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_0;发动机::D8维护保养手册::chunk_1;发动机::D8维护保养手册::chunk_2;发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28;发动机::D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000285,Volvo Penta Engine_Electrical System_Battery,Component,电气系统核心储能部件，存在爆炸与腐蚀风险；船舶电气系统核心储能设备，需定期维护以防冻结和腐蚀,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30;发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000286,Volvo Penta Engine_Electrical System_Battery Cable,Component,连接电池正负极的高电流电缆，拆装需遵循严格顺序,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30,,D8维护保养手册.md
ENT_000287,Volvo Penta Engine_Electrical System_Battery Management System,Component,发动机电气系统内的电池管理模块,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_0;发动机::D8维护保养手册::chunk_1;发动机::D8维护保养手册::chunk_2;发动机::D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000288,Volvo Penta Engine_Electrical System_Engine Control Module,Component,发动机电气系统内的核心控制模块,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_0;发动机::D8维护保养手册::chunk_1;发动机::D8维护保养手册::chunk_2;发动机::D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000289,Volvo Penta Engine_Electrical System_Wiring Harness,Component,发动机线束及电缆组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000290,Volvo Penta Engine_Exhaust System_AdBlue Tank,Component,用于储存 AdBlue/DEF 溶液的排气系统处理罐，存储前需清空清洁,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_24,,D8维护保养手册.md
ENT_000291,Volvo Penta Engine_Exhaust System_Diesel Particulate Filter,Component,排气系统核心模块，用于过滤柴油颗粒,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000292,Volvo Penta Engine_Exhaust System_Silencer,Component,排气系统消音器，可能因机油过多导致堵塞,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000293,Volvo Penta Engine_Fuel System_Common Rail,Component,燃油共轨系统核心部件，需检查泄漏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000294,Volvo Penta Engine_Fuel System_Fuel Filter,Component,燃油过滤器，一般检查项目之一,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000295,Volvo Penta Engine_Fuel System_Fuel Injector,Component,喷油器组件，连接处需检查泄漏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000296,Volvo Penta Engine_Fuel System_Fuel Pump,Component,燃油系统核心模块，负责燃油供给加压,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000297,Volvo Penta Engine_Fuel System_Fuel Tank,Component,存储燃油的核心容器，需防止冷凝和氧化,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23,,D8维护保养手册.md
ENT_000298,Volvo Penta Engine_Fuel System_High Pressure Fuel Pipe,Component,燃油系统高压管路组件，严禁弯曲或拉直,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000299,Volvo Penta Engine_Intake System_Air Filter,Component,发动机进气系统内的空气过滤器组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_0;发动机::D8维护保养手册::chunk_1;发动机::D8维护保养手册::chunk_2;发动机::D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000300,Volvo Penta Engine_Lubrication System_Dipstick,Component,润滑系统油尺，用于测量发动机机油液位,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000301,Volvo Penta Engine_Lubrication System_Oil Filter,Component,润滑系统机油过滤器，用于过滤机油杂质,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000302,Volvo Penta Engine_Mechanical System_Air Compressor,Component,空气压缩机，需检查油位,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000303,Volvo Penta Engine_Mechanical System_Belt Tensioner,Component,皮带张紧器机械组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000304,Volvo Penta Engine_Mechanical System_Crankshaft,Component,机械系统曲轴，发动机核心旋转部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000305,Volvo Penta Engine_Mechanical System_Cylinder Head,Component,发动机顶部核心组件，包含气门机构及燃烧室顶部结构,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000306,Volvo Penta Engine_Mechanical System_Cylinder Head Overhaul Kit,Component,专用于缸盖维修的备件封装套件，包含衬垫等消耗件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000307,Volvo Penta Engine_Mechanical System_Cylinder Liner,Component,发动机气缸内壁套筒，部分设计不可更换需整体评估,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000308,Volvo Penta Engine_Mechanical System_Drive Belt,Component,发动机附件传动带，存储后需检查状况,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23,,D8维护保养手册.md
ENT_000309,Volvo Penta Engine_Mechanical System_Engine Block,Component,发动机主体骨架，包含气缸体及曲轴箱结构,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000310,Volvo Penta Engine_Mechanical System_Idler,Component,惰轮机械组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000311,Volvo Penta Engine_Mechanical System_Oil Pan,Component,油底壳，需检查机油泄漏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000312,Volvo Penta Engine_Mechanical System_Overhaul Kit,Component,发动机全面大修所需的备件封装套件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000313,Volvo Penta Engine_Mechanical System_Piston,Component,发动机气缸内核心运动部件，承受燃烧压力并传递动力,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000314,Volvo Penta Engine_Mechanical System_Rubber Hose,Component,发动机各类橡胶软管，需检查老化与密封性,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23,,D8维护保养手册.md
ENT_000315,Volvo Penta Engine_Mechanical System_Sound Insulation Material,Component,发动机舱吸声隔音材料,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000316,Volvo Penta Engine_Mechanical System_Starter Motor,Component,发动机起动系统的核心执行部件，负责驱动发动机旋转,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000317,Volvo Penta Engine_Mechanical System_Turbocharger,Component,发动机机械系统内的涡轮增压器部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_0;发动机::D8维护保养手册::chunk_1;发动机::D8维护保养手册::chunk_2;发动机::D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000318,Volvo Penta Engine_Steering System_Dipstick,Component,电动操舵器专用的油位检查量油尺；用于检查油位及作为换油抽油孔位的油尺组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_17;发动机::D8维护保养手册::chunk_18;发动机::D8维护保养手册::chunk_19;发动机::D8维护保养手册::chunk_20;发动机::D8维护保养手册::chunk_21,,D8维护保养手册.md
ENT_000319,Volvo Penta Engine_Steering System_Electric Steering Unit,Component,电动操舵器，用于船舶转向控制的核心模块；电动操舵器核心控制部件，需定期更换机油并检查机械连杆,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_21;发动机::D8维护保养手册::chunk_9,,D8维护保养手册.md
ENT_000320,Volvo Penta Engine_Transmission System_Aquamatic Unit,Component,沃尔沃遍达舷内外机传动装置的具体型号组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_7;发动机::D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000321,Volvo Penta Engine_Transmission System_Clamping Ring,Component,用于固定密封的夹紧环组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000322,Volvo Penta Engine_Transmission System_Control Display,Component,用于显示校准状态和系统信息的控制显示单元,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_16,,D8维护保养手册.md
ENT_000323,Volvo Penta Engine_Transmission System_Dipstick,Component,变速箱系统专用的油位量油尺,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000324,Volvo Penta Engine_Transmission System_Drive Unit Output Shaft,Component,驱动装置或换向器的输出轴，存储期间需手动旋转防锈,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30,,D8维护保养手册.md
ENT_000325,Volvo Penta Engine_Transmission System_Exhaust Gasket,Component,排气板处的可更换密封衬垫,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000326,Volvo Penta Engine_Transmission System_Exhaust Plate,Component,IPS 装置上的排气板组件，含白色塑料部分,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000327,Volvo Penta Engine_Transmission System_IPS Drive Unit,Component,沃尔沃遍达 IPS 驱动装置的核心传动组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_7;发动机::D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000328,Volvo Penta Engine_Transmission System_Lower Gear Kit,Component,传动装置下部齿轮的维修更换套件模块,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_7;发动机::D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000329,Volvo Penta Engine_Transmission System_Oil Cooler,Component,变速箱液压润滑系统中的机油冷却模块,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_17;发动机::D8维护保养手册::chunk_18;发动机::D8维护保养手册::chunk_19;发动机::D8维护保养手册::chunk_20,,D8维护保养手册.md
ENT_000330,Volvo Penta Engine_Transmission System_Oil Filter,Component,变速箱系统内的机油过滤组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000331,Volvo Penta Engine_Transmission System_Oil Quality Sensor,Component,IPS 装置用于监测油液质量的传感器模块,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000332,Volvo Penta Engine_Transmission System_Propeller Shaft,Component,连接传动装置与螺旋桨的关键机械部件；传动系统中的螺旋桨轴部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_7;发动机::D8维护保养手册::chunk_8;发动机::D8维护保养手册::chunk_9,,D8维护保养手册.md
ENT_000333,Volvo Penta Engine_Transmission System_Propeller Shaft Seal,Component,螺旋桨轴处的关键密封件模块,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000334,Volvo Penta Engine_Transmission System_Sacrificial Anode,Component,IPS 传动装置上用于防止电偶腐蚀的牺牲阳极部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_16,,D8维护保养手册.md
ENT_000335,Volvo Penta Engine_Transmission System_Steering Seal,Component,转向机构处的关键密封件模块,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000336,Volvo Penta Engine_Transmission System_Transmission Device,Component,沃尔沃遍达发动机系统中的传动装置核心组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_7;发动机::D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000337,Volvo Penta Engine_Transmission System_Upper Gear Kit,Component,传动装置上部齿轮的维修更换套件模块,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_7;发动机::D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000338,发动机安全管理系统_SCR 系统_泵装置过滤器,Component,SCR 系统泵装置过滤组件,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_11,,D16维护保养手册.md
ENT_000339,发动机安全管理系统_SCR 系统_空气过滤器,Component,SCR 系统 AdBlue 罐空气过滤组件,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_11,,D16维护保养手册.md
ENT_000340,发动机安全管理系统_传动装置_倒档齿轮箱,Component,传动装置中负责反向推进的液压润滑核心组件,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_20;发动机::D16维护保养手册::chunk_21;发动机::D16维护保养手册::chunk_22;发动机::D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000341,发动机安全管理系统_传动装置_橡胶套筒,Component,水润滑轴上的橡胶保护套，需检查破裂或泄漏,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_20;发动机::D16维护保养手册::chunk_21;发动机::D16维护保养手册::chunk_22;发动机::D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000342,发动机安全管理系统_传动装置_真空泵,Component,传动装置中用于辅助运行或测试的真空泵组件，需定期清洁组装,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_8,,D16维护保养手册.md
ENT_000343,发动机安全管理系统_传动装置_螺旋桨轴,Component,连接传动装置与螺旋桨的旋转轴系部件,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_20;发动机::D16维护保养手册::chunk_21;发动机::D16维护保养手册::chunk_22;发动机::D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000344,发动机安全管理系统_传动装置_轴密封件,Component,螺旋桨轴填料函处的关键防水密封组件,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_20;发动机::D16维护保养手册::chunk_21;发动机::D16维护保养手册::chunk_22;发动机::D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000345,发动机安全管理系统_冷却系统_加热元件,Component,可选配置的连接至发动机冷却系统的船配加热部件,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_12;发动机::D16维护保养手册::chunk_13;发动机::D16维护保养手册::chunk_14;发动机::D16维护保养手册::chunk_15,,D16维护保养手册.md
ENT_000346,发动机安全管理系统_冷却系统_叶轮泵,Component,海水冷却系统叶轮泵，驱动海水循环冷却；冷却系统中海水循环的核心泵体组件,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_16;发动机::D16维护保养手册::chunk_17;发动机::D16维护保养手册::chunk_18;发动机::D16维护保养手册::chunk_19;发动机::D16维护保养手册::chunk_5,,D16维护保养手册.md
ENT_000347,发动机安全管理系统_冷却系统_散热器,Component,冷却系统内的散热器核心组件，影响冷却液容量,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_4,,D16维护保养手册.md
ENT_000348,发动机安全管理系统_冷却系统_海水塞,Component,冷却系统海水进水管路的关键隔离阀门,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_16;发动机::D16维护保养手册::chunk_17;发动机::D16维护保养手册::chunk_18;发动机::D16维护保养手册::chunk_19,,D16维护保养手册.md
ENT_000349,发动机安全管理系统_冷却系统_海水过滤器,Component,冷却系统进水口的关键过滤部件，需定期清洁以防堵塞,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_20;发动机::D16维护保养手册::chunk_21;发动机::D16维护保养手册::chunk_22;发动机::D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000350,发动机安全管理系统_冷却系统_热交换器,Component,冷却系统内的热交换器核心组件，影响冷却液容量,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_4,,D16维护保养手册.md
ENT_000351,发动机安全管理系统_冷却系统_热控制阀,Component,连接加热单元时加注冷却剂需打开的系统热控制阀门,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_16;发动机::D16维护保养手册::chunk_17;发动机::D16维护保养手册::chunk_18;发动机::D16维护保养手册::chunk_19,,D16维护保养手册.md
ENT_000352,发动机安全管理系统_冷却系统_膨胀箱,Component,冷却系统膨胀水箱，用于容纳冷却液热膨胀及补液；冷却系统用于观察液位和膨胀的容器组件,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_16;发动机::D16维护保养手册::chunk_17;发动机::D16维护保养手册::chunk_18;发动机::D16维护保养手册::chunk_19;发动机::D16维护保养手册::chunk_5,,D16维护保养手册.md
ENT_000353,发动机安全管理系统_冷却系统_阳极,Component,用于海水冷却系统的电防腐牺牲阳极部件,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_20;发动机::D16维护保养手册::chunk_21;发动机::D16维护保养手册::chunk_22;发动机::D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000354,发动机安全管理系统_发动机_交流发电机,Component,发动机配套的核心发电模块,发动机::D16维护保养手册,发动机::D16维护保养手册::chunk_1,,D16维护保养手册.md
