rel_id,head,head_label,relation,tail,tail_label,description,doc_id,chunk_id
REL_000296,船舶监测报警系统_显示单元,Equipment,MONITORS,船舶监测报警系统_主机_参数越限报警,FaultPhenomenon,显示单元监测并显示越限报警,电气::机舱微机监测报警系统说明书,电气::机舱微机监测报警系统说明书::chunk_2
REL_000297,船舶监测报警系统_显示单元,Equipment,MONITORS,船舶监测报警系统_主机_报警检测参数,Parameter,显示单元用于展示报警检测参数内容,电气::机舱微机监测报警系统说明书,电气::机舱微机监测报警系统说明书::chunk_1
REL_000298,船舶监测报警系统_过程变送器,Equipment,HAS_PARAMETER,船舶监测报警系统_过程变送器_电流信号标准,Parameter,过程变送器具备特定的电流信号标准参数要求,电气::机舱微机监测报警系统说明书,电气::机舱微机监测报警系统说明书::chunk_4
REL_000299,船舶监测报警系统_过程变送器,Equipment,HAS_PARAMETER,船舶监测报警系统_过程变送器_电阻信号类型,Parameter,过程变送器具备特定的电阻信号类型参数要求,电气::机舱微机监测报警系统说明书,电气::机舱微机监测报警系统说明书::chunk_4
REL_000300,驾驶台航行值班报警系统,System,HAS_COMPONENT,驾驶台航行值班报警系统_主控单元,Equipment,系统由该核心控制设备组成,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3
REL_000301,驾驶台航行值班报警系统,System,HAS_COMPONENT,驾驶台航行值班报警系统_值班官员延伸单元,Equipment,系统包含该值班官员延伸提示设备,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3
REL_000302,驾驶台航行值班报警系统,System,HAS_COMPONENT,驾驶台航行值班报警系统_左右翼复位单元,Equipment,系统包含该驾驶台翼部复位设备,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3
REL_000303,驾驶台航行值班报警系统,System,HAS_COMPONENT,驾驶台航行值班报警系统_报警延伸选择单元,Equipment,系统包含该报警路径选择设备,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3
REL_000304,驾驶台航行值班报警系统,System,HAS_COMPONENT,驾驶台航行值班报警系统_热释传感器自动复位单元,Equipment,系统包含该传感器自动复位设备,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3
REL_000305,驾驶台航行值班报警系统,System,HAS_COMPONENT,驾驶台航行值班报警系统_电源单元,Equipment,系统包含该电力供应设备,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3
REL_000306,驾驶台航行值班报警系统,System,HAS_COMPONENT,驾驶台航行值班报警系统_输出接线单元,Equipment,系统包含该信号输出接线设备,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3
REL_000307,驾驶台航行值班报警系统,System,HAS_COMPONENT,驾驶台航行值班报警系统_驾驶室复位单元,Equipment,系统包含该驾驶室复位操作设备,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3
REL_000308,驾驶台航行值班报警系统,System,HAS_FAULT,驾驶台航行值班报警系统_航行值班故障,FaultPhenomenon,系统可能发生的航行值班功能 malfunction 故障,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_8
REL_000309,驾驶台航行值班报警系统,System,HAS_FAULT,驾驶台航行值班报警系统_视觉报警,FaultPhenomenon,系统可能触发的视觉信号报警故障,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_8
REL_000310,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_VDR 输出接口类型,Parameter,系统配置有 RS485 标准的 VDR 输出接口参数,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_6
REL_000311,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_工作环境温度,Parameter,系统运行受环境温度范围限制,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_4
REL_000312,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_工作电压,Parameter,系统依赖直流 24V 电压作为工作电源,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_4
REL_000313,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_无源触点最大容量,Parameter,系统具备无源触点最大容量为 DC36V/2A 的技术参数,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_6
REL_000314,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_环境防护性能,Parameter,系统具备防振防潮湿防盐雾防霉菌措施,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_4
REL_000315,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_电磁兼容性能,Parameter,系统具备抗干扰措施以满足电磁兼容规范,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_4
REL_000316,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_相对湿度,Parameter,系统运行受环境相对湿度限制,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_4
REL_000317,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_通信协议 ASC 码,Parameter,系统通信协议采用 ASC 码作为数据编码标准,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_8
REL_000318,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_通信协议异或校验和,Parameter,系统通信协议依赖异或校验和参数进行数据完整性验证,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_8
REL_000319,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_通信协议报警状态指示位,Parameter,系统通信协议包含报警名称参数定义,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_7
REL_000320,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_通信协议数据头格式,Parameter,系统通信协议采用$AYXDR 格式且 A 代表头文件,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_6
REL_000321,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_通信协议运行模式参数,Parameter,系统通过通信协议参数监控当前运行模式状态,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_8
REL_000322,驾驶台航行值班报警系统,System,HAS_PARAMETER,驾驶台航行值班报警系统_防护等级,Parameter,系统整机防护等级满足 IP22 标准,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_6
REL_000323,驾驶台航行值班报警系统_主控单元,Equipment,HAS_PARAMETER,驾驶台航行值班报警系统_自动舵遥控启动输入信号,Parameter,主控单元接收自动舵远程启动的无源触点信号,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_4
REL_000324,驾驶台航行值班报警系统_左右翼复位单元,Equipment,HAS_PARAMETER,驾驶台航行值班报警系统_左右翼复位单元_防护等级,Parameter,左右翼复位单元设备防护等级满足 IP56 标准,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_6
REL_000325,驾驶台航行值班报警系统_电源单元,Equipment,HAS_COMPONENT,驾驶台航行值班报警系统_电源单元_电源接线模块,Component,电源设备内部包含该接线子模块,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3
REL_000326,驾驶台航行值班报警系统_输出接线单元,Equipment,HAS_PARAMETER,驾驶台航行值班报警系统_导航自动复位信号输入通道数,Parameter,输出接线单元提供 3 路导航自动复位信号输入通道,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_4
REL_000327,驾驶台航行值班报警系统_输出接线单元,Equipment,HAS_PARAMETER,驾驶台航行值班报警系统_延伸输出到公共区域报警通道数,Parameter,输出接线单元配置了延伸到公共区域的报警通道数参数,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_5
REL_000328,驾驶台航行值班报警系统_输出接线单元,Equipment,HAS_PARAMETER,驾驶台航行值班报警系统_延伸输出到官员舱室报警通道数,Parameter,输出接线单元配置了延伸到官员舱室的报警通道数参数,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_5
REL_000329,驾驶台航行值班报警系统_输出接线单元,Equipment,HAS_PARAMETER,驾驶台航行值班报警系统_通用报警输出接口类型,Parameter,输出接线单元配置了延伸到通用报警输出的接口类型参数,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_5
REL_000330,驾驶台航行值班报警系统_输出接线单元,Equipment,HAS_PARAMETER,驾驶台航行值班报警系统_驾驶室复位输入输出通道数,Parameter,输出接线单元提供 3 路驾驶室复位输入输出通道,电气::GC WAS-01 驾驶室船舶值班报警系统说明书,电气::GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_4
REL_000331,驾驶室_应急车钟,Equipment,CONNECTS_TO,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_机舱控制箱,Equipment,应急车钟的控制命令可发送至机旁显示箱,电气::CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,电气::CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22
REL_000332,FaultPhenomenon_Burns,FaultPhenomenon,CAUSED_BY,FaultCause_Hot Fluid Or Surface,FaultCause,人员灼伤故障由接触热流体或表面导致,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4
REL_000333,FaultPhenomenon_Carbon Monoxide Poisoning,FaultPhenomenon,CAUSED_BY,FaultCause_Exhaust Wake Inhalation,FaultCause,一氧化碳中毒现象由船尾湍流吸入废气导致,发动机::D8操作手册,发动机::D8操作手册::chunk_7
REL_000334,FaultPhenomenon_Component Failure,FaultPhenomenon,CAUSED_BY,FaultCause_Component Contamination,FaultCause,组件故障现象由组件污染引起,发动机::D8操作手册,发动机::D8操作手册::chunk_7
REL_000335,FaultPhenomenon_Corrosion Danger,FaultPhenomenon,CAUSED_BY,FaultCause_High Corrosion Environment,FaultCause,腐蚀危险由高腐蚀环境导致,发动机::D8操作手册,发动机::D8操作手册::chunk_18
REL_000336,FaultPhenomenon_DPS Activation Failure,FaultPhenomenon,CAUSED_BY,FaultCause_DPS Antenna Fault,FaultCause,激活失败由天线故障导致,发动机::D8操作手册,发动机::D8操作手册::chunk_18
REL_000337,FaultPhenomenon_DPS Activation Failure,FaultPhenomenon,CAUSED_BY,FaultCause_GPS Signal Weakness,FaultCause,激活失败由 GPS 信号弱导致,发动机::D8操作手册,发动机::D8操作手册::chunk_18
REL_000338,FaultPhenomenon_DPS Activation Failure,FaultPhenomenon,CAUSED_BY,FaultCause_Joystick Not Neutral,FaultCause,激活失败由操纵杆未回空档导致,发动机::D8操作手册,发动机::D8操作手册::chunk_18
REL_000339,FaultPhenomenon_DPS Activation Failure,FaultPhenomenon,CAUSED_BY,FaultCause_Sliding Function Unavailable,FaultCause,激活失败由滑动功能不可用导致,发动机::D8操作手册,发动机::D8操作手册::chunk_18
REL_000340,FaultPhenomenon_DPS Activation Failure,FaultPhenomenon,CAUSED_BY,FaultCause_Vessel Speed Too High,FaultCause,激活失败由船速过高导致,发动机::D8操作手册,发动机::D8操作手册::chunk_18
REL_000341,FaultPhenomenon_DPS Activation Failure,FaultPhenomenon,DIAGNOSED_BY,DiagnosticMethod_Check GPS Antenna,DiagnosticMethod,激活失败故障可通过检查 GPS 天线诊断,发动机::D8操作手册,发动机::D8操作手册::chunk_18
REL_000342,FaultPhenomenon_Electronic Device Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Disconnecting Switch While Running,FaultCause,电子装置损坏故障由运行时断开开关导致,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4
REL_000343,FaultPhenomenon_Electronic Device Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Wrong Battery Polarity,FaultCause,电子设备损坏现象可由电池极性接反导致,发动机::D8操作手册,发动机::D8操作手册::chunk_5;发动机::D8操作手册::chunk_6
REL_000344,FaultPhenomenon_Emission Certificate Void,FaultPhenomenon,CAUSED_BY,FaultCause_Unauthorized Modification,FaultCause,擅自改装导致排放证书无效,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9
REL_000345,FaultPhenomenon_Engine Overspeed,FaultPhenomenon,CAUSED_BY,FaultCause_Wrong Fuel Quality,FaultCause,发动机超速故障由错误的燃料质量导致,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4
REL_000346,FaultPhenomenon_Engine Start Failure,FaultPhenomenon,CAUSED_BY,FaultCause_Cold Weather,FaultCause,发动机启动失败可由寒冷天气导致,发动机::D8操作手册,发动机::D8操作手册::chunk_20
REL_000347,FaultPhenomenon_Fire Or Explosion,FaultPhenomenon,CAUSED_BY,FaultCause_Spark Or Open Flame,FaultCause,火灾或爆炸事故由火花或明火引发,发动机::D8操作手册,发动机::D8操作手册::chunk_0
REL_000348,FaultPhenomenon_Fuel Or Oil Leak,FaultPhenomenon,DIAGNOSED_BY,DiagnosticMethod_Visual Inspection Before Start,DiagnosticMethod,泄漏故障可通过启动前目视检查进行诊断,发动机::D8操作手册,发动机::D8操作手册::chunk_0
REL_000349,FaultPhenomenon_Fuel Pipe Cracking,FaultPhenomenon,CAUSED_BY,FaultCause_Bending Fuel Pipes,FaultCause,管路开裂故障由违规弯曲高压油管引起,发动机::D8操作手册,发动机::D8操作手册::chunk_5;发动机::D8操作手册::chunk_6
REL_000350,FaultPhenomenon_High Fuel Consumption,FaultPhenomenon,CAUSED_BY,FaultCause_Wrong Oil Coolant Quality,FaultCause,错误油品质量导致油耗增加,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9
REL_000351,FaultPhenomenon_Mechanical Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Cold Idling,FaultCause,冷态发动机空转会导致发动机部件机械损坏,发动机::D8操作手册,发动机::D8操作手册::chunk_21
REL_000352,FaultPhenomenon_Mechanical Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Foreign Objects In Inlet,FaultCause,机械损坏故障由入口管异物导致,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4
REL_000353,FaultPhenomenon_Mechanical Damage,FaultPhenomenon,CAUSED_BY,FaultCause_High Pressure Water Cleaning,FaultCause,机械损伤现象可由高压水清洗发动机引起,发动机::D8操作手册,发动机::D8操作手册::chunk_5;发动机::D8操作手册::chunk_6
REL_000354,FaultPhenomenon_Mechanical Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Overload Stress,FaultCause,过度负载应力导致机械损坏,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9
REL_000355,FaultPhenomenon_Propeller Cavitation,FaultPhenomenon,CAUSED_BY,FaultCause_Excessive Trim Angle,FaultCause,螺旋桨气蚀由过度纵倾角导致,发动机::D8操作手册,发动机::D8操作手册::chunk_14
REL_000356,FaultPhenomenon_Propeller Loosening,FaultPhenomenon,CAUSED_BY,FaultCause_Excessive Trim Angle,FaultCause,螺旋桨松动由过度纵倾角导致,发动机::D8操作手册,发动机::D8操作手册::chunk_14
REL_000357,FaultPhenomenon_Screen Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Sunlight Exposure,FaultCause,屏幕损坏故障由长期阳光暴露导致,发动机::D8操作手册,发动机::D8操作手册::chunk_12
REL_000358,FaultPhenomenon_Sepsis Infection,FaultPhenomenon,CAUSED_BY,FaultCause_Fuel Penetration Into Tissue,FaultCause,败血病感染现象由高压燃油渗入组织直接导致,发动机::D8操作手册,发动机::D8操作手册::chunk_5;发动机::D8操作手册::chunk_6
REL_000359,FaultPhenomenon_Shortened Engine Life,FaultPhenomenon,CAUSED_BY,FaultCause_Cold Idling,FaultCause,冷态发动机空转会缩短发动机的使用寿命,发动机::D8操作手册,发动机::D8操作手册::chunk_21
REL_000360,FaultPhenomenon_Shortened Engine Life,FaultPhenomenon,CAUSED_BY,FaultCause_Wrong Oil Coolant Quality,FaultCause,错误油品质量缩短发动机寿命,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9
REL_000361,FaultPhenomenon_Skin Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Chemical Contact,FaultCause,皮肤损伤由直接接触有害化学品导致,发动机::D8操作手册,发动机::D8操作手册::chunk_0
REL_000362,FaultPhenomenon_Speedometer Error,FaultPhenomenon,CAUSED_BY,FaultCause_Speed Factor Mismatch,FaultCause,速度计错误故障由速度系数不匹配导致,发动机::D8操作手册,发动机::D8操作手册::chunk_12
REL_000363,FaultPhenomenon_Speedometer Error,FaultPhenomenon,REPAIRED_BY,RepairMethod_Adjust Speed Factor,RepairMethod,速度计错误故障通过调整速度系数修复,发动机::D8操作手册,发动机::D8操作手册::chunk_12
REL_000364,FaultPhenomenon_Speedometer Error,FaultPhenomenon,REPAIRED_BY,RepairMethod_Calibrate System,RepairMethod,转速表错误现象可通过校准系统方法进行修复,发动机::D8操作手册,发动机::D8操作手册::chunk_13
REL_000365,FaultPhenomenon_Starter Motor Overheat,FaultPhenomenon,CAUSED_BY,FaultCause_Prolonged Cranking,FaultCause,起动马达过热由长时间接合导致,发动机::D8操作手册,发动机::D8操作手册::chunk_20
REL_000366,FaultPhenomenon_System Performance Fault,FaultPhenomenon,CAUSED_BY,FaultCause_Third Party System Fault,FaultCause,第三方系统使用导致性能故障,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9
REL_000367,FaultPhenomenon_Transmission Stress,FaultPhenomenon,CAUSED_BY,FaultCause_High Speed Shifting,FaultCause,高转速下换档会导致传动装置承受不必要应力,发动机::D8操作手册,发动机::D8操作手册::chunk_21
REL_000368,FaultPhenomenon_Unintended Vessel Movement,FaultPhenomenon,CAUSED_BY,FaultCause_Electromagnetic Interference,FaultCause,电磁干扰导致船只意外移动,发动机::D8操作手册,发动机::D8操作手册::chunk_17
REL_000369,FaultPhenomenon_Unintended Vessel Movement,FaultPhenomenon,CAUSED_BY,FaultCause_Environmental Conditions,FaultCause,环境条件恶劣导致船只意外移动,发动机::D8操作手册,发动机::D8操作手册::chunk_17
REL_000370,FaultPhenomenon_Warranty Void,FaultPhenomenon,CAUSED_BY,FaultCause_Unauthorized Modification,FaultCause,未经授权改装导致保修失效,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9
REL_000371,FaultPhenomenon_Warranty Void,FaultPhenomenon,CAUSED_BY,FaultCause_Wrong Oil Coolant Quality,FaultCause,油品或冷却剂不当导致保修索赔被拒,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9
REL_000372,FaultPhenomenon_Water Ingestion,FaultPhenomenon,CAUSED_BY,FaultCause_Engine Stop During Maneuver,FaultCause,操纵期间发动机停止会导致水通过排气管进入,发动机::D8操作手册,发动机::D8操作手册::chunk_21
REL_000373,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_4 Inch Screen,Equipment,发动机系统包含 4 英寸屏幕设备,发动机::D8操作手册,发动机::D8操作手册::chunk_12
REL_000374,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_7 Inch Screen,Equipment,船舶发动机系统包含 7 英寸屏幕作为显示和控制设备,发动机::D8操作手册,发动机::D8操作手册::chunk_13
REL_000375,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Active Corrosion Protection,Component,船舶发动机系统包含主动防腐蚀保护组件,发动机::D8操作手册,发动机::D8操作手册::chunk_13
REL_000376,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Alternator,Component,机舱发动机系统包含交流发电机作为其关键组成部分,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4
REL_000377,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Autopilot,Equipment,船舶发动机系统包含自动操舵仪设备用于自动航线保持,发动机::D8操作手册,发动机::D8操作手册::chunk_15
REL_000378,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Auxiliary Stop Device,Component,系统包含用于紧急停机的辅助停止装置组件,发动机::D8操作手册,发动机::D8操作手册::chunk_22
REL_000379,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Battery,Component,发动机系统包含电池组件作为启动电源,发动机::D8操作手册,发动机::D8操作手册::chunk_0
REL_000380,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Battery Management System,Equipment,主系统包含电池管理设备,发动机::D8操作手册,发动机::D8操作手册::chunk_18
REL_000381,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Control Device,Equipment,发动机系统包含控制装置用于操作发动机,发动机::D8操作手册,发动机::D8操作手册::chunk_14
REL_000382,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Cooling System,Component,机舱发动机系统包含冷却系统作为其关键组成部分,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4
REL_000383,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Dynamic Positioning System,Equipment,船舶发动机系统包含动态定位系统设备,发动机::D8操作手册,发动机::D8操作手册::chunk_17
REL_000384,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_EVC System,Equipment,发动机系统包含电子船舶控制设备,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9
REL_000385,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Echo Sounder,Component,船舶发动机系统包含回声探测器组件用于深度测量,发动机::D8操作手册,发动机::D8操作手册::chunk_13
REL_000386,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Electrical System,Component,发动机系统包含电气控制组件,发动机::D8操作手册,发动机::D8操作手册::chunk_0
REL_000387,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Engine,Equipment,发动机系统包含发动机主体设备,发动机::D8操作手册,发动机::D8操作手册::chunk_24
REL_000388,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Engine Control Module,Component,机舱发动机系统包含核心控制模块作为其关键组成部分,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4
REL_000389,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Exhaust System,Component,发动机系统包含排气及涡轮增压组件,发动机::D8操作手册,发动机::D8操作手册::chunk_0
REL_000390,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_External Steering,Equipment,发动机系统包含外部舵设备,发动机::D8操作手册,发动机::D8操作手册::chunk_10;发动机::D8操作手册::chunk_11;发动机::D8操作手册::chunk_8;发动机::D8操作手册::chunk_9
REL_000391,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Fuel System,Component,发动机系统包含燃油供给组件,发动机::D8操作手册,发动机::D8操作手册::chunk_0
REL_000392,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Fuel Tank,Equipment,船舶发动机系统包含燃油箱作为其燃料存储设备,发动机::D8操作手册,发动机::D8操作手册::chunk_29
REL_000393,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Glass Cockpit Display,Equipment,船舶发动机系统包含玻璃驾驶舱显示器作为可选显示设备,发动机::D8操作手册,发动机::D8操作手册::chunk_13
REL_000394,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Information Display,Equipment,发动机系统包含信息显示器设备,发动机::D8操作手册,发动机::D8操作手册::chunk_12
REL_000395,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Instrumentation System,Equipment,发动机系统包含选装的仪表系统设备,发动机::D8操作手册,发动机::D8操作手册::chunk_12
REL_000396,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Joystick,Equipment,船舶发动机系统包含操纵杆设备用于停靠和转向操纵,发动机::D8操作手册,发动机::D8操作手册::chunk_15
REL_000397,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Local Helm Station,Equipment,系统包含本地舵站作为其关键操纵设备,发动机::D8操作手册,发动机::D8操作手册::chunk_21
REL_000398,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Low Speed Module,Component,船舶发动机系统包含低速功能模块用于怠速行驶控制,发动机::D8操作手册,发动机::D8操作手册::chunk_15
REL_000399,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Lubrication System,Component,机舱发动机系统包含润滑系统作为其关键组成部分,发动机::D8操作手册,发动机::D8操作手册::chunk_1;发动机::D8操作手册::chunk_2;发动机::D8操作手册::chunk_3;发动机::D8操作手册::chunk_4
REL_000400,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Main Helm Station,Equipment,系统包含主舵站作为其关键操纵设备,发动机::D8操作手册,发动机::D8操作手册::chunk_21
REL_000401,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Power Trim System,Equipment,发动机系统包含动力升降系统用于控制驱动装置,发动机::D8操作手册,发动机::D8操作手册::chunk_14
REL_000402,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Remote Helm Station,Equipment,系统包含远程舵站作为其关键操纵设备,发动机::D8操作手册,发动机::D8操作手册::chunk_21
REL_000403,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Safety Lanyard,Component,船用发动机系统配备安全短索组件,发动机::D8操作手册,发动机::D8操作手册::chunk_7
